htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
uc2.ark:/13960/t3028qt37	An historical account of Kirkstall-Abbey near Leeds, in Yorkshire. 		1773-00-00	1	319998676			https://catalog.hathitrust.org/Record/007662338	https://hdl.handle.net/2027/uc2.ark:/13960/t3028qt37
mdp.39015063611498	An historical account of the ancient and modern state of the principality of Wales, dutchy of Cornwall, and earldom of Chester. Collected out of the records of the Tower of London, and divers ancient authors. By Sir John Doddridge, knight. 	Doddridge, John, Sir, 1555-1628.	1714-00-00	1	23644384	15021487		https://catalog.hathitrust.org/Record/000194355	https://hdl.handle.net/2027/mdp.39015063611498
mdp.39015063624293	An historical account of the British regiments employed since the reign of Queen Elizabeth and King James I. in the formation and defence of the Dutch republic, particularly of the Scotch brigade 	Terry, Astley.	1795-00-00	1	23635344			https://catalog.hathitrust.org/Record/000313328	https://hdl.handle.net/2027/mdp.39015063624293
mdp.39015009381248	An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, The revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli v.1	Hanway, Jonas, 1712-1786.	1753-00-00	1	1469105	12016510		https://catalog.hathitrust.org/Record/001271158	https://hdl.handle.net/2027/mdp.39015009381248
njp.32101065186197	An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, The revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli v. 1	Hanway, Jonas, 1712-1786.	1753-00-00	1	1469105	12016510		https://catalog.hathitrust.org/Record/001271158	https://hdl.handle.net/2027/njp.32101065186197
mdp.39015022430477	An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, The revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli v.2	Hanway, Jonas, 1712-1786.	1753-00-00	1	1469105	12016510		https://catalog.hathitrust.org/Record/001271158	https://hdl.handle.net/2027/mdp.39015022430477
mdp.39015009372619	An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, The revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli v.3	Hanway, Jonas, 1712-1786.	1753-00-00	1	1469105	12016510		https://catalog.hathitrust.org/Record/001271158	https://hdl.handle.net/2027/mdp.39015009372619
mdp.39015009372601	An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, The revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli v.4	Hanway, Jonas, 1712-1786.	1753-00-00	1	1469105	12016510		https://catalog.hathitrust.org/Record/001271158	https://hdl.handle.net/2027/mdp.39015009372601
mdp.39015063722121	An historical account of the conspiracies by the earls of Gowry, and Robert Logan of Restalrig, against King James VI. of glorious memory. Containing the facts, proofs and judgments, in these causes. To which is added, A vindication of Robert III, king of Scotland, and all his descendents, from the imputation of bastardy By George, earl of Cromerty. Taken from authentick documents, yet extant among the national records ... 	Cromarty, George Mackenzie, Earl of, 1630-1714.	1713-00-00	1	4788517	18003634//r		https://catalog.hathitrust.org/Record/000111713	https://hdl.handle.net/2027/mdp.39015063722121
mdp.39015062680205	An historical account of the controversies that have been in the Church, concerning the doctrine of the Holy and everblessed Trinity: in eight sermons, preached at the cathedral-church of St. Paul, London, in the years 1723 and 1724. At the lecture founded by the worthy Lady Moyer, deceased 	Berriman, William, 1688-1750.	1725-00-00	1	4735588			https://catalog.hathitrust.org/Record/000297054	https://hdl.handle.net/2027/mdp.39015062680205
nyp.33433087339861	An historical account of the controversies that have been in the Church, concerning the doctrine of the Holy and everblessed Trinity: in eight sermons, preached at the cathedral-church of St. Paul, London, in the years 1723 and 1724. At the lecture founded by the worthy Lady Moyer, deceased 	Berriman, William, 1688-1750.	1725-00-00	1	4735588			https://catalog.hathitrust.org/Record/000297054	https://hdl.handle.net/2027/nyp.33433087339861
yale.39002085760024	An historical account of the controversies that have been in the Church, concerning the doctrine of the Holy and everblessed Trinity: in eight sermons, preached at the cathedral-church of St. Paul, London, in the years 1723 and 1724. At the lecture founded by the worthy Lady Moyer, deceased 	Berriman, William, 1688-1750.	1725-00-00	1	4735588			https://catalog.hathitrust.org/Record/000297054	https://hdl.handle.net/2027/yale.39002085760024
mdp.39015039436186	An historical account of the embassy to the emperor of China, undertaken by order of the king of Great Britain; including the manners &amp; customs of the inhabitants &amp; preceded by an account of the causes of the embassy &amp; voyage to China. Abridged principally from the papers of Earl Macartney, as comp by Sir George Staunton... 	Staunton, George, Sir, 1737-1801.	1797-00-00	1	23622774			https://catalog.hathitrust.org/Record/001871356	https://hdl.handle.net/2027/mdp.39015039436186
mdp.39015012331412	A historical account of the incorporated Society for the Propagation of the Gospel in Foreign Parts : containing their foundation, proceedings, and the success of their missionaries in the British colonies, to the year 1728 by David Humphreys, D.D. ... 	Humphreys, David, 1689-1740.	1730-00-00	1	10536619	24029375		https://catalog.hathitrust.org/Record/001413876	https://hdl.handle.net/2027/mdp.39015012331412
mdp.39015063957156	An historical account of the life and reign of David, king of Israel: interspersed with various conjectures, digressions, and disquisitions. In which (among other things) Mr. Bayle's criticisms upon the conduct and character of that prince, are fully considered. By the author of Revelation examin'd with candour ... v.1	Delany, Patrick, 1685 or 6-1768.	1742-00-00	1	12878164			https://catalog.hathitrust.org/Record/001933973	https://hdl.handle.net/2027/mdp.39015063957156
mdp.39015063581832	An historical account of the life and reign of David, king of Israel: interspersed with various conjectures, digressions, and disquisitions. In which (among other things) Mr. Bayle's criticisms upon the conduct and character of that prince, are fully considered. By the author of Revelation examin'd with candour ... v.2	Delany, Patrick, 1685 or 6-1768.	1742-00-00	1	12878164			https://catalog.hathitrust.org/Record/001933973	https://hdl.handle.net/2027/mdp.39015063581832
mdp.39015063751385	An historical account of the life and reign of David, king of Israel: interspersed with various conjectures, digressions, and disquisitions. In which (among other things) Mr. Bayle's criticisms upon the conduct and character of that prince, are fully considered. By the author of Revelation examin'd with candour ... v.3	Delany, Patrick, 1685 or 6-1768.	1742-00-00	1	12878164			https://catalog.hathitrust.org/Record/001933973	https://hdl.handle.net/2027/mdp.39015063751385
uc2.ark:/13960/t7sn04h6p	An historical account of the lives and writings of our most considerable English poets, whether epick, lyrick, elegiack, epigramatists, &amp; ... 	Jacob, Giles, 1686-1744.	1720-00-00	1	13212900			https://catalog.hathitrust.org/Record/007689360	https://hdl.handle.net/2027/uc2.ark:/13960/t7sn04h6p
mdp.39015062340008	An historical account of the rights of election of the several counties, cities and boroughs of Great Britain ... together with abstracts of the proceedings relative to controverted elections, under every place, and all the new writs issued on seats being vacated by death, expulsion, accepting of places, of preferment, or being called up to the House of Peers, from I Ed. 6, to the dissolution of the Parliament in the year 1780. To which is prefixed, An inquiry into the origin of election to Parliament and the right of the Commons to a share in the legislature. Also, the number of members returned in the reigns of ... Edward I, Henry VI, Henry VII, &amp;c. and the names of the places that have long discontinued to send representatives and have not had that privilege restored. The whole extracted from the best collections of records and histories and the journals of Parliament. 	Cunningham, Timothy, d. 1789.	1783-00-00	1	68198832			https://catalog.hathitrust.org/Record/002239575	https://hdl.handle.net/2027/mdp.39015062340008
uc1.32106010642293	An historical account of the rise and progress of the colonies of South Carolina and Georgia v.1	Hewatt, Alexander.	1779-00-00	1	254509010			https://catalog.hathitrust.org/Record/007121548	https://hdl.handle.net/2027/uc1.32106010642293
uc1.32106010642285	An historical account of the rise and progress of the colonies of South Carolina and Georgia v.2	Hewatt, Alexander.	1779-00-00	1	254509010			https://catalog.hathitrust.org/Record/007121548	https://hdl.handle.net/2027/uc1.32106010642285
mdp.39015022381878	A historical account of the Royal hospital for seamen at Greenwich. M, DCC, LXXXIX ... 	[Cooke, John] 1738-1823.	1789-00-00	1	14826743	08007227		https://catalog.hathitrust.org/Record/002029192	https://hdl.handle.net/2027/mdp.39015022381878
mdp.39015014656550	An historical and critical account of the life and writings of Charles I, king of Great Britain. After the manner of Mr. Bayle. Drawn from original writers and state-papers By William Harris 	Harris, William, 1720-1770.	1758-00-00	1	2832755	03028904		https://catalog.hathitrust.org/Record/000768192	https://hdl.handle.net/2027/mdp.39015014656550
uc2.ark:/13960/t0gt5jh14	An historical and critical account of the life and writings of Charles I, king of Great Britain. After the manner of Mr. Bayle. Drawn from original writers and state-papers By William Harris. 	Harris, William, 1720-1770.	1758-00-00	1	2832755	03028904		https://catalog.hathitrust.org/Record/000768192	https://hdl.handle.net/2027/uc2.ark:/13960/t0gt5jh14
mdp.39015063615721	An historical and critical account of the life and writings of James I. king of Great Britain After the manner of Mr. Bayle. Drawn from original writers and state-papers. By William Harris 	Harris, William, 1720-1770.	1772-00-00	1	66894809			https://catalog.hathitrust.org/Record/000768190	https://hdl.handle.net/2027/mdp.39015063615721
uc2.ark:/13960/t3610x17t	An historical and critical account of the life and writings of James the First, king of Great Britain. After the manner of Mr. Bayle.  Drawn from original writers and state-papers.  By William Harris ... 	Harris, William, 1720-1770.	1753-00-00	1	2756134	03028035		https://catalog.hathitrust.org/Record/007661067	https://hdl.handle.net/2027/uc2.ark:/13960/t3610x17t
mdp.39015064338141	An historical and critical account of the life and writings of the ever-memorable Mr. John Hales ... being a specimen of an historical and critical English dictionary. 	Desmaizeaux, Pierre, 1673?-1745.	1719-00-00	1	6661115	10018085		https://catalog.hathitrust.org/Record/001592930	https://hdl.handle.net/2027/mdp.39015064338141
mdp.39015065484381	An historical and critical account of the life of Charles the Second, king of Great Britain. After the manner of Mr. Bayle. Drawn from original writers and state papers. To Which is added, an appendix of original papers, now first published. By William Harris ... v.1	Harris, William, 1720-1770.	1766-00-00	1	56004536			https://catalog.hathitrust.org/Record/000771432	https://hdl.handle.net/2027/mdp.39015065484381
mdp.39015065484373	An historical and critical account of the life of Charles the Second, king of Great Britain. After the manner of Mr. Bayle. Drawn from original writers and state papers. To Which is added, an appendix of original papers, now first published By William Harris ... v.2	Harris, William, 1720-1770.	1766-00-00	1	56004536			https://catalog.hathitrust.org/Record/000771432	https://hdl.handle.net/2027/mdp.39015065484373
mdp.39015066464473	An historical and critical account of the life of Oliver Cromwell, lord protector of the commonwealth of England, Scotland and Ireland. After the manner of Mr. Bayle Drawn from original writers and state papers. To which is added, an appendix of original papers. By William Harris 	Harris, William, 1720-1770.	1762-00-00	1	14962337			https://catalog.hathitrust.org/Record/000771275	https://hdl.handle.net/2027/mdp.39015066464473
nyp.33433066656640	An historical and critical account of the life of Oliver Cromwell, lord protector of the commonwealth of England, Scotland, and Ireland After the manner of Mr. Bayle. Drawn from original writers and state-papers. To which is added, an appendix of original papers 	Harris, William, 1720-1770.	1762-00-00	1	2544869			https://catalog.hathitrust.org/Record/007688799	https://hdl.handle.net/2027/nyp.33433066656640
uc2.ark:/13960/t1cj8fq95	An historical and critical account of the life of Oliver Cromwell, lord protector of the commonwealth of England, Scotland, and Ireland. After the manner of Mr. Bayle. Drawn from original writers and state-papers. To which is added, an appendix of original papers 	Harris, William, 1720-1770.	1762-00-00	1	2544869			https://catalog.hathitrust.org/Record/007688799	https://hdl.handle.net/2027/uc2.ark:/13960/t1cj8fq95
mdp.39015002445073	An historical and critical essay on the true rise of nobility, political and civil; from the first ages of the world, thro the Jewish, Grecian Roman commonwealths, G c.down to this present time. To which is annex'd, The order of precedency; with other curious things: chiefly extracted from a valuable manuscript writ by an herald [R.Brown] ... 	Shelton, Maurice, 1683-1749.	1718-00-00	1	23639147			https://catalog.hathitrust.org/Record/001897347	https://hdl.handle.net/2027/mdp.39015002445073
nnc1.cu54354870	Historical and critical remarks on Bishop Burnet's History his own time by B. Higgons, gent ... 	Higgons, Bevil, 1670-1735.	1725-00-00	1	11296675			https://catalog.hathitrust.org/Record/008428038	https://hdl.handle.net/2027/nnc1.cu54354870
njp.32101075716041	Historical and critical remarks on Bishop Burnet's History of his own time By B. Higgons, gent ... 	Higgons, Bevil, 1670-1735.	1727-00-00	1	1118598			https://catalog.hathitrust.org/Record/007662260	https://hdl.handle.net/2027/njp.32101075716041
uc2.ark:/13960/t5h990r44	Historical and critical remarks on Bishop Burnet's History of his own time By B. Higgons, gent ... 	Higgons, Bevil, 1670-1735.	1727-00-00	1	1118598			https://catalog.hathitrust.org/Record/007662260	https://hdl.handle.net/2027/uc2.ark:/13960/t5h990r44
mdp.39015058543151	Historical and critical remarks on Bp. Burnet's History of his own time By B. Higgons 	Higgons, Bevil, 1670-1735.	1725-00-00	1	23633507			https://catalog.hathitrust.org/Record/000310966	https://hdl.handle.net/2027/mdp.39015058543151
uc2.ark:/13960/t7xk8k832	An historical and critical review of the civil wars in Ireland : from the reign of Queen Elizabeth to the settlement under King William / Extracted from parliamentary records, state acts, ad other authentic materials / By J. C. 	Curry, John, d. 1780.	1775-00-00	1	2860280			https://catalog.hathitrust.org/Record/007697894	https://hdl.handle.net/2027/uc2.ark:/13960/t7xk8k832
mdp.39015033170898	An historical and critical review of the civil wars in Ireland, from the reign of Queen Elizabeth, to the settlement under King William v.1	Curry, John, -1780.	1786-00-00	1	2556798	04004135		https://catalog.hathitrust.org/Record/000197497	https://hdl.handle.net/2027/mdp.39015033170898
mdp.39015033170906	An historical and critical review of the civil wars in Ireland, from the reign of Queen Elizabeth, to the settlement under King William. v.2	Curry, John, -1780.	1786-00-00	1	2556798	04004135		https://catalog.hathitrust.org/Record/000197497	https://hdl.handle.net/2027/mdp.39015033170906
dul1.ark:/13960/t8gf1jb09	An historical and geographical description of Formosa ... Giving an account of the religion, customs, manners, &amp;c., of the inhabitants. Together with a relation of what happen'd to the author in his travels; particularly his conferences with the Jesuits, and others, in several parts of Europe. Also the history and reasons of his conversion to Christianity, with his objections against it (in defence of paganism) and their answers ... By George Psalamanaazaar, a native of the said island ... 	Psalmanazar, George, 1679?-1763.	1704-00-00	1	2949412	05006686		https://catalog.hathitrust.org/Record/001606556	https://hdl.handle.net/2027/dul1.ark:/13960/t8gf1jb09
mdp.39015078544213	An historical and geographical description of Formosa ... Giving an account of the religion, customs, manners, &amp;c., of the inhabitants. Together with a relation of what happen'd to the author in his travels; particularly his conferences with the Jesuits, and others, in several parts of Europe. Also the history and reasons of his conversion to Christianity, with his objections against it (in defence of paganism) and their answers ... By George Psalamanaazaar, a native of the said island ... 	Psalmanazar, George, 1679?-1763.	1704-00-00	1	2949412	05006686		https://catalog.hathitrust.org/Record/001606556	https://hdl.handle.net/2027/mdp.39015078544213
mdp.39015031214623	An historical and philosophical account of the barometer, or weather-glass. Wherein the reason and use of that instrument, the theory of the atmosphere, the causes of its different gravitation are assign'd and explain'd. And a modest attempt from thence made towards a rational account and probable judgment of the weather By Edw. Saul ... 	Saul, Edward.	1730-00-00	1	23629923			https://catalog.hathitrust.org/Record/001998708	https://hdl.handle.net/2027/mdp.39015031214623
nyp.33433068295371	Historical and philosophical memoirs of Pius the sixth and of his pontificate : down to the period of his retirement into Tuscany. . . Translated from the French Jean Francois Bourgoing v. 1	Bourgoing, Jean-François, baron de, 1748-1811.	1799-00-00	1	2023222			https://catalog.hathitrust.org/Record/003314090	https://hdl.handle.net/2027/nyp.33433068295371
uc2.ark:/13960/t5r78fr91	Historical and philosophical memoirs of Pius the sixth and of his pontificate : down to the period of his retirement into Tuscany. . . Translated from the French / Jean Francois Bourgoing. v.1	Bourgoing, Jean-François, baron de, 1748-1811.	1799-00-00	1	2023222			https://catalog.hathitrust.org/Record/003314090	https://hdl.handle.net/2027/uc2.ark:/13960/t5r78fr91
nyp.33433068295389	Historical and philosophical memoirs of Pius the sixth and of his pontificate : down to the period of his retirement into Tuscany. . . Translated from the French Jean Francois Bourgoing v. 2	Bourgoing, Jean-François, baron de, 1748-1811.	1799-00-00	1	2023222			https://catalog.hathitrust.org/Record/003314090	https://hdl.handle.net/2027/nyp.33433068295389
uc2.ark:/13960/t2k64c00r	Historical and philosophical memoirs of Pius the sixth and of his pontificate : down to the period of his retirement into Tuscany. . . Translated from the French / Jean Francois Bourgoing. v.2	Bourgoing, Jean-François, baron de, 1748-1811.	1799-00-00	1	2023222			https://catalog.hathitrust.org/Record/003314090	https://hdl.handle.net/2027/uc2.ark:/13960/t2k64c00r
mdp.39015062268910	The historical and philosophy of Judaism 	Shaw, Duncan, 1726-1795.	1787-00-00	1	3341791	24014692		https://catalog.hathitrust.org/Record/001402841	https://hdl.handle.net/2027/mdp.39015062268910
uc2.ark:/13960/t0zp3x90q	The historical and philosophy of Judaism: 	Shaw, Duncan, 1726-1795.	1787-00-00	1	3341791	24014692		https://catalog.hathitrust.org/Record/001402841	https://hdl.handle.net/2027/uc2.ark:/13960/t0zp3x90q
uc2.ark:/13960/t9z030v28	The historical and poetical medley: or, Muses Library; being a choice and faithful collection of the best antient English poetry, from the times of Edward the Confessor, to the reign of King James the First ... 	Cooper, Mrs. fl. 1737.	1738-00-00	1	4755679	21015900		https://catalog.hathitrust.org/Record/007299775	https://hdl.handle.net/2027/uc2.ark:/13960/t9z030v28
uc2.ark:/13960/t7rn3gk71	Historical and political remarks upon the tariff of the commercial treaty, with preliminary observations. 	Schomberg, Alexander Crowcher, 1756-1792.	1787-00-00	1	12542418			https://catalog.hathitrust.org/Record/007692320	https://hdl.handle.net/2027/uc2.ark:/13960/t7rn3gk71
njp.32101058500560	Historical anecdotes of heraldry and chivalry : tending to shew the origin of many English and foreign coats of arms, circumstances and customs 	Dobson, Susannah Dawson, d. 1795.	1795-00-00	1	3157226			https://catalog.hathitrust.org/Record/007698335	https://hdl.handle.net/2027/njp.32101058500560
uc2.ark:/13960/t33206r4h	Historical anecdotes of heraldry and chivalry : tending to shew the origin of many English and foreign coats of arms, circumstances and customs 	Dobson, Susannah Dawson, d. 1795.	1795-00-00	1	3157226			https://catalog.hathitrust.org/Record/007698335	https://hdl.handle.net/2027/uc2.ark:/13960/t33206r4h
uc2.ark:/13960/t5p84jw6t	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 digested in order of time, and now published by John Rushworth ... v.1	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/uc2.ark:/13960/t5p84jw6t
uc2.ark:/13960/t39z9f78v	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 / digested in order of time, and now published by John Rushworth ... v.2	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/uc2.ark:/13960/t39z9f78v
uc2.ark:/13960/t3tt4wp2j	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 digested in order of time, and now published by John Rushworth ... v.3	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/uc2.ark:/13960/t3tt4wp2j
uc2.ark:/13960/t1vd73v9d	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 digested in order of time, and now published by John Rushworth ... v.4	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/uc2.ark:/13960/t1vd73v9d
njp.32101074630441	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 digested in order of time, and now published by John Rushworth ... v. 6	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/njp.32101074630441
njp.32101074630805	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 / digested in order of time, and now published by John Rushworth ... v. 7	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/njp.32101074630805
uc2.ark:/13960/t9b56vf30	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 digested in order of time, and now published by John Rushworth ... v.7	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/uc2.ark:/13960/t9b56vf30
njp.32101074630797	Historical collections of private passages of state, weighty matters in law, remarkable proceedings in five parliaments : beginning the sixteenth year of King James. anno 1618, and ending the fifth year of King Charls [sic], anno 1629 / digested in order of time, and now published by John Rushworth ... v.8	Rushworth, John, 1612?-1690.	1701-00-00	1	11173365	15021490		https://catalog.hathitrust.org/Record/007702917	https://hdl.handle.net/2027/njp.32101074630797
mdp.39015080048062	Historical collections: or, An exact account of the proceedings of the four last parliaments of Q. Elizabeth of famous memory. Wherein is contained the compleat journals both of the Lords &amp; Commons, taken from the original records of their houses. As also the more particular behaviours of the worthy members during all the last notable sessions ... together with the most considerable passages of the history of those times Faithfully and laboriously collected, by Heywood Townshend 1680	Townshend, Hayward, b. 1577.	1680-00-00	1	1409735	02021522		https://catalog.hathitrust.org/Record/000766931	https://hdl.handle.net/2027/mdp.39015080048062
uc2.ark:/13960/t0gt5kd73	Historical epochs of the French Revolution, translated from the French of H. Goudemetz ... ; to which is subjoined, with considerable additions, the third edition of the Judgment and execution of Louis XVI. King of France ... 	Goudemetz, Henry, 1749-1826?	1796-00-00	1	10109106	01003218		https://catalog.hathitrust.org/Record/007687955	https://hdl.handle.net/2027/uc2.ark:/13960/t0gt5kd73
mdp.39015013739712	An historical essay concerning wichcraft. With observations upon matters of fact; tending to clear the texts of the sacred Scriptures, and confute the vulgar errors about that point. And also two sermons: one in proof of the Christian religion; the other concerning good and evil angels By Francis Hutchinson 	Hutchinson, Francis, 1661-1739.	1718-00-00	1	3232224	11009012		https://catalog.hathitrust.org/Record/000584513	https://hdl.handle.net/2027/mdp.39015013739712
uc2.ark:/13960/t3st7g338	An historical essay on the ambition and conquests of France, with some remarks on the French revolution Containing 1.-Sketch of general history previous to the French revolution; 2.-Remarks on the French revolution from 1789 to 1791; 3.-Abridgment of the history of the revolution from 1791 to 1796 		1797-00-00	1	13049510			https://catalog.hathitrust.org/Record/007662340	https://hdl.handle.net/2027/uc2.ark:/13960/t3st7g338
nnc1.0035539810	An historical essay upon the government of the Church of England, from the earliest to the present times Exhibiting the true causes of the separation from Rome, in the reign of Henry VIII. With a vindication of the measures of Henry VIII, Edward VI and Queen Elizabeth, from the calumnies of a Popish writer [Hugh Tootell] published in the first and second volumes of an history, entitled, The church history of England. And a preface, containing a summary of the false facts and principles advanced by the Catholic historian 	Reynolds, George, 1699 or 1700-1769.	1743-00-00	1	4657835			https://catalog.hathitrust.org/Record/008395852	https://hdl.handle.net/2027/nnc1.0035539810
mdp.39015064372181	An historical essay upon the loyalty of Presbyterians in Great-Britain and Ireland from the Reformation to this present year 1713. Wherein their steady adherence to the Protestant interest, our happy civil constitution, the succession of Protestant princes, the just prerogatives of the crown, and the liberties of the people is demonstrated from public records, the best approv'd histories ... and divers valuable original papers well attested, and never before published. And an answer given to the calumnies of their accusers, and particularly to two late pamphlets viz. 1. A sample of true blue Presbyterian loyalty, &amp;c. 2. The conduct of the dissenters in Ireland &amp;c ... With a prefatory address to all Her Majesty's Protestant subjects ... 	Kirkpatrick, James, d. 1743.	1713-00-00	1	54186502			https://catalog.hathitrust.org/Record/002240931	https://hdl.handle.net/2027/mdp.39015064372181
uc2.ark:/13960/t0tq5sf8k	Historical essays upon Paris : translated from the French / of Mr. De Saintfoix v.1	Saint-Foix, M. de 1698-1776.	1766-00-00	1	320162364			https://catalog.hathitrust.org/Record/007432003	https://hdl.handle.net/2027/uc2.ark:/13960/t0tq5sf8k
uc2.ark:/13960/t0gt5gh57	Historical essays upon Paris : translated from the French / of Mr. De Saintfoix. v.2	Saint-Foix, M. de 1698-1776.	1766-00-00	1	320162364			https://catalog.hathitrust.org/Record/007432003	https://hdl.handle.net/2027/uc2.ark:/13960/t0gt5gh57
uc2.ark:/13960/t2r49hg1x	Historical essays upon Paris : translated from the French / of Mr. De Saintfoix. v.3	Saint-Foix, M. de 1698-1776.	1766-00-00	1	320162364			https://catalog.hathitrust.org/Record/007432003	https://hdl.handle.net/2027/uc2.ark:/13960/t2r49hg1x
mdp.39015080026399	The historical library of Diodorus the Sicilian. In fifteen books. Containing the antiquities of Egypt, Asia, Africa, Greece, the islands, and Europe. Also an historical account of the affairs of the Persians, Grecians, Macedonians, and other parts of the world. To which are added, the fragments of Diodorus that are found in the Bibliotheca of Photius together with those published by H. Valesius. L. Rhodomannus. and F. Ursinus. Made English, by G. Booth 	Diodorus, Siculus.	1721-00-00	1	23639222			https://catalog.hathitrust.org/Record/001844353	https://hdl.handle.net/2027/mdp.39015080026399
mdp.39015082410369	Historical memoir on Italian tragedy, from the earliest period to the present time: illustrated with specimens and analyses of the most celebrated tragedies; and interspersed with occasional observations on the Italian theatres; and biographical notices of the principal tragic writers of Italy By a member of the Arcadian Academy of Rome 	Walker, Joseph C. d. 1810.	1799-00-00	1	2044547	15010170		https://catalog.hathitrust.org/Record/001218397	https://hdl.handle.net/2027/mdp.39015082410369
nyp.33433075842488	Historical memoir on Italian tragedy, from the earliest period to the present time: illustrated with specimens and analyses of the most celebrated tragedies; and interspersed with occasional observations on the Italian theatres; and biographical notices of the principal tragic writers of Italy By a member of the Arcadian Academy of Rome 	Walker, Joseph C. d. 1810.	1799-00-00	1	2044547	15010170		https://catalog.hathitrust.org/Record/001218397	https://hdl.handle.net/2027/nyp.33433075842488
uc2.ark:/13960/t4zg6wk02	Historical memoir on Italian tragedy, from the earliest period to the present time: illustrated with specimens and analyses of the most celebrated tragedies; and interspersed with occasional observations on the Italian theatres; and biographical notices of the principal tragic writers of Italy By a member of the Arcadian Academy of Rome 	Walker, Joseph C. d. 1810.	1799-00-00	1	2044547	15010170		https://catalog.hathitrust.org/Record/001218397	https://hdl.handle.net/2027/uc2.ark:/13960/t4zg6wk02
mdp.39015073763271	Historical memoirs of His late Royal Highness William-Augustus, duke of Cumberland. : Including the military and political history of Great-Britain, during that period 		1767-00-00	1	23635280			https://catalog.hathitrust.org/Record/000772413	https://hdl.handle.net/2027/mdp.39015073763271
uc2.ark:/13960/t9h41p96w	Historical memoirs of religious dissension; addressed to the seventeenth Parliament of Great Britain By Jeremiah Trist ... 	Trist, Jeremiah.	1791-00-00	1	14957100			https://catalog.hathitrust.org/Record/007693227	https://hdl.handle.net/2027/uc2.ark:/13960/t9h41p96w
mdp.39015006990330	Historical memoirs of the Irish rebellion, in the year 1641. Extracted from parliamentary journals, state-acts, and the most eminent Protestant historians. Together with an appendix, containing several authentic papers relating to this rebellion, not referred to in these memoirs. In a leter to Walter Harris, esq; 	Curry, John, d. 1780.	1770-00-00	1	23645589			https://catalog.hathitrust.org/Record/000197953	https://hdl.handle.net/2027/mdp.39015006990330
uc2.ark:/13960/t41r6rb90	Historical memoirs of the late fight at Piggwacket, with a sermon occasion'd by the fall of the brave Capt. John Lovewell and several of his valiant company, in the late heroic action there. Pronounc'd at Bradford, ay 16, 1725 / by Rev. Thomas Symmes ... 	Symmes, Thomas, 1678-1725.	1725-00-00	1	6275289			https://catalog.hathitrust.org/Record/007694785	https://hdl.handle.net/2027/uc2.ark:/13960/t41r6rb90
